Year,Season,District,Crop,Area_Hectares,Production_Tonnes,Yield_KgPerHa,Rainfall_mm,Min_Temperature_C,Max_Temperature_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_KgPerHa,Phosphorus_KgPerHa,Potassium_KgPerHa,Soil_Type,Irrigation_Type,Pest_Incidence_Score,Urea_Applied_KgPerHa,DAP_Applied_KgPerHa,Potash_Applied_KgPerHa
2017,Rabi,Parbhani,Sunflower,391,301,771,216.42,12.12,28.99,53.27,7.11,0.77,321.76,29.55,150.2,Black Soil,Rainfed,0,75.21,96.84,49.0
2017,Rabi,Pune,Sunflower,886,633,715,176.97,17.99,29.86,49.25,7.75,1.0,153.08,34.51,168.08,Black Soil,Rainfed,5,92.49,50.22,30.33
2017,Rabi,Raigad,Sunflower,1678,1683,1003,84.17,14.41,29.24,61.17,7.36,0.56,216.06,30.45,175.91,Black Soil,Rainfed,1,88.8,56.85,20.94
2017,Rabi,Ratnagiri,Sunflower,1673,1028,615,179.06,15.6,25.66,58.63,7.83,0.57,275.33,34.64,201.89,Red Soil,Rainfed,3,68.68,75.84,42.55
2017,Rabi,Sangli,Sunflower,1198,1019,851,124.25,12.88,31.92,63.49,6.14,1.09,276.66,36.72,174.67,Black Soil,Drip,3,51.62,71.42,20.76
2017,Rabi,Satara,Sunflower,849,796,938,149.06,11.55,28.76,65.48,6.1,1.1,283.09,28.5,220.14,Black Soil,Rainfed,4,110.56,77.59,58.58
2017,Rabi,Solapur,Sunflower,686,664,969,238.98,13.06,27.88,60.18,7.57,0.9,329.98,18.55,264.1,Black Soil,Irrigated,2,131.14,37.68,27.31
2017,Rabi,Thane,Sunflower,736,1001,1361,239.15,16.58,26.52,47.91,6.42,0.99,339.58,31.51,261.03,Red Soil,Rainfed,1,112.56,64.67,36.51
2017,Rabi,Wardha,Sunflower,2183,1497,686,162.79,14.83,31.27,65.99,7.78,0.54,157.0,17.83,164.59,Alluvial Soil,Irrigated,5,132.64,70.35,72.45
2017,Rabi,Washim,Sunflower,2123,1526,719,69.71,12.3,27.25,56.88,6.56,0.39,182.97,15.22,254.83,Black Soil,Irrigated,0,90.4,77.48,65.84
2017,Rabi,Yavatmal,Sunflower,1556,1148,738,163.76,12.33,26.64,62.08,6.02,0.79,308.75,17.99,216.53,Red Soil,Irrigated,4,143.18,37.52,71.74
2017,Rabi,Ahmednagar,Safflower,1366,1273,932,230.3,11.21,31.18,45.01,6.45,0.42,238.07,36.63,160.39,Black Soil,Drip,2,67.29,77.79,45.63
2017,Rabi,Akola,Safflower,450,406,903,121.03,15.86,25.76,62.56,6.09,0.48,308.39,32.28,196.21,Black Soil,Irrigated,5,81.65,74.83,46.2
2017,Rabi,Amravati,Safflower,819,618,755,93.11,10.17,25.22,55.22,7.47,0.41,194.26,19.82,154.89,Black Soil,Rainfed,1,146.38,95.16,54.21
2017,Rabi,Beed,Safflower,457,268,587,179.09,10.76,27.25,40.58,6.22,1.03,315.88,34.06,236.29,Laterite Soil,Irrigated,5,137.46,44.93,39.52
2017,Rabi,Bhandara,Safflower,301,178,592,255.75,14.69,29.29,64.62,6.69,0.47,189.68,31.98,218.26,Black Soil,Rainfed,5,139.73,39.53,35.02
2017,Rabi,Buldhana,Safflower,233,188,807,200.17,13.93,26.36,62.5,6.55,0.64,224.97,17.33,188.91,Black Soil,Irrigated,1,131.71,87.75,34.22
2017,Rabi,Chandrapur,Safflower,1185,694,586,75.29,16.34,31.73,52.81,7.03,0.43,260.21,14.34,217.79,Alluvial Soil,Rainfed,1,64.89,85.52,56.03
2017,Rabi,Dhule,Safflower,959,634,662,150.15,11.54,26.9,65.62,7.14,0.71,179.93,23.49,164.56,Alluvial Soil,Drip,1,103.76,64.43,68.15
2017,Rabi,Gadchiroli,Safflower,302,252,836,289.96,14.16,27.8,55.64,7.56,0.61,185.74,27.55,226.43,Red Soil,Drip,0,67.13,97.59,51.62
2017,Rabi,Gondia,Safflower,692,660,954,248.68,17.7,25.5,48.05,6.16,0.98,178.17,13.0,209.87,Black Soil,Irrigated,3,92.53,59.79,72.31
2017,Rabi,Hingoli,Safflower,684,488,714,199.06,14.6,30.69,63.59,7.78,0.8,343.53,39.88,138.65,Laterite Soil,Rainfed,3,87.59,67.25,76.52
2017,Rabi,Jalgaon,Safflower,678,457,675,208.0,16.41,28.16,64.52,7.07,0.6,281.59,31.53,209.29,Black Soil,Rainfed,4,140.15,79.38,67.82
2017,Rabi,Jalna,Safflower,1015,969,955,57.83,10.95,27.18,53.31,6.24,0.41,295.18,27.09,205.4,Black Soil,Sprinkler,4,69.95,34.25,34.23
2017,Rabi,Kolhapur,Safflower,1408,1398,993,82.27,15.06,30.04,44.83,7.27,0.35,208.65,37.63,147.48,Black Soil,Rainfed,5,84.4,93.57,76.69
2017,Rabi,Latur,Safflower,380,228,600,285.06,15.54,31.07,50.99,6.09,1.18,153.43,38.43,178.99,Black Soil,Irrigated,2,146.56,41.27,30.87
2017,Rabi,Mumbai City,Safflower,873,529,606,290.05,12.21,26.73,56.91,7.62,0.97,261.99,28.94,158.74,Black Soil,Rainfed,1,68.6,47.83,38.3
2017,Rabi,Nagpur,Safflower,465,307,661,256.92,13.42,29.49,68.61,7.68,0.68,278.94,15.31,209.68,Alluvial Soil,Rainfed,1,142.31,69.55,39.76
2017,Rabi,Nanded,Safflower,1524,1431,939,140.41,14.81,29.27,56.81,7.83,0.91,230.75,35.87,148.97,Red Soil,Sprinkler,1,77.04,78.49,35.21
2017,Rabi,Nandurbar,Safflower,394,374,950,139.56,10.79,30.31,57.89,6.55,0.53,345.12,35.88,249.57,Black Soil,Irrigated,4,55.45,53.08,47.7
2017,Rabi,Nashik,Safflower,460,313,681,286.72,10.26,25.32,50.34,6.18,0.73,295.74,27.01,151.43,Red Soil,Irrigated,1,119.23,93.8,50.09
2017,Rabi,Osmanabad,Safflower,1288,911,708,203.36,13.3,29.58,69.85,7.88,0.3,327.09,11.99,272.49,Black Soil,Rainfed,5,119.67,67.74,50.63
2017,Rabi,Parbhani,Safflower,765,529,692,65.58,11.44,25.87,67.45,6.28,0.78,268.62,26.3,135.85,Black Soil,Rainfed,1,140.8,34.1,55.3
2017,Rabi,Pune,Safflower,338,239,708,188.37,17.69,26.31,50.54,7.15,1.08,335.87,20.08,130.74,Black Soil,Rainfed,5,145.89,88.63,41.83
2017,Rabi,Raigad,Safflower,305,180,593,51.2,14.07,28.89,64.75,7.01,1.12,275.62,35.21,143.73,Laterite Soil,Irrigated,0,134.44,74.21,24.72
2017,Rabi,Ratnagiri,Safflower,1276,945,741,159.69,11.87,27.88,61.48,6.22,0.54,159.33,22.97,252.39,Black Soil,Irrigated,0,77.19,56.89,64.05
2017,Rabi,Sangli,Safflower,1289,1211,940,134.02,11.36,29.07,54.51,7.46,0.7,217.73,18.8,153.84,Black Soil,Rainfed,5,144.77,39.01,22.06
2017,Rabi,Satara,Safflower,473,441,933,289.7,16.9,26.18,49.8,6.34,0.84,292.44,19.51,206.32,Red Soil,Rainfed,4,67.44,54.7,42.53
2017,Rabi,Solapur,Safflower,1183,839,710,183.13,10.91,28.84,40.04,6.65,0.5,344.24,31.82,175.94,Black Soil,Rainfed,5,103.64,88.48,56.95
2017,Rabi,Thane,Safflower,1613,1122,696,78.83,11.82,25.69,53.0,6.25,0.69,296.42,30.5,164.87,Red Soil,Sprinkler,1,115.91,33.54,49.6
2017,Rabi,Wardha,Safflower,1235,920,745,154.17,15.95,30.99,49.3,6.79,0.62,316.57,11.33,169.35,Red Soil,Rainfed,2,105.5,50.67,31.86
2017,Rabi,Washim,Safflower,1264,1136,899,268.16,12.38,26.8,51.44,6.71,0.64,213.66,28.63,146.28,Laterite Soil,Drip,4,108.85,67.6,67.15
2017,Rabi,Yavatmal,Safflower,1478,1313,889,214.58,10.64,28.46,50.82,7.74,1.09,290.16,29.67,237.39,Black Soil,Rainfed,0,143.8,80.68,53.06
2018,Kharif,Ahmednagar,Soybean,3412,4063,1191,613.24,21.72,35.19,82.07,6.37,1.06,174.31,16.45,125.95,Black Soil,Sprinkler,1,122.63,65.77,62.13
2018,Kharif,Akola,Soybean,5337,7936,1487,609.97,21.64,30.86,83.38,6.58,0.77,228.27,38.8,173.61,Laterite Soil,Drip,0,89.39,81.07,32.42
2018,Kharif,Amravati,Soybean,2689,3541,1317,918.07,20.02,32.03,72.35,7.24,0.36,291.02,26.31,204.12,Black Soil,Rainfed,2,68.25,55.28,65.17
2018,Kharif,Beed,Soybean,3614,5460,1511,524.36,22.98,32.0,68.35,6.94,0.32,168.39,30.58,188.64,Laterite Soil,Irrigated,2,111.67,36.56,66.86
2018,Kharif,Bhandara,Soybean,2448,3250,1328,427.06,22.02,36.28,80.37,7.85,0.93,199.03,25.17,125.18,Red Soil,Rainfed,1,105.18,85.74,39.96
2018,Kharif,Buldhana,Soybean,2772,2766,998,615.87,22.06,31.95,63.23,7.71,0.8,322.27,34.93,165.13,Red Soil,Rainfed,4,92.23,39.18,78.16
2018,Kharif,Chandrapur,Soybean,4667,4214,903,775.21,24.37,30.42,82.23,6.44,0.91,266.51,26.59,257.5,Black Soil,Rainfed,0,120.42,80.99,73.81
2018,Kharif,Dhule,Soybean,3119,4079,1308,581.42,22.28,37.63,81.26,6.29,0.33,336.7,25.8,206.05,Laterite Soil,Rainfed,2,149.52,58.03,58.3
2018,Kharif,Gadchiroli,Soybean,2554,3189,1249,422.88,24.54,36.57,84.31,6.12,0.44,171.06,30.5,216.96,Black Soil,Rainfed,4,68.67,43.89,48.35
2018,Kharif,Gondia,Soybean,1091,1060,972,506.85,22.45,35.97,62.75,6.85,0.32,156.71,24.49,167.71,Laterite Soil,Irrigated,5,99.72,32.83,73.57
2018,Kharif,Hingoli,Soybean,3956,5498,1390,890.28,23.44,34.1,71.89,7.29,0.8,278.79,28.39,235.07,Red Soil,Rainfed,5,146.82,40.09,72.38
2018,Kharif,Jalgaon,Soybean,1909,3065,1606,950.22,22.36,37.01,71.09,6.57,1.11,322.31,14.92,124.15,Black Soil,Rainfed,3,111.55,39.0,57.34
2018,Kharif,Jalna,Soybean,2370,4152,1752,632.77,23.97,33.92,61.0,7.53,0.45,276.29,12.57,271.5,Black Soil,Rainfed,3,57.3,90.56,45.81
2018,Kharif,Kolhapur,Soybean,1733,2079,1200,648.84,21.56,31.82,67.93,6.43,1.12,329.8,13.07,142.86,Laterite Soil,Rainfed,3,144.72,96.79,79.43
2018,Kharif,Latur,Soybean,2681,2329,869,565.03,20.68,33.4,63.39,6.83,0.43,281.36,33.56,207.92,Red Soil,Sprinkler,1,86.42,61.46,71.63
2018,Kharif,Mumbai City,Soybean,1475,1149,779,476.64,22.47,36.55,79.36,7.88,0.43,225.15,18.46,257.74,Black Soil,Rainfed,3,69.07,69.77,68.85
2018,Kharif,Nagpur,Soybean,1734,1588,916,1196.42,20.07,32.84,67.03,6.52,0.5,291.82,12.54,238.66,Red Soil,Rainfed,3,143.81,99.56,27.52
2018,Kharif,Nanded,Soybean,1855,2216,1195,1111.81,21.51,33.46,73.2,6.55,1.12,242.91,22.72,255.96,Black Soil,Drip,3,98.83,75.69,27.28
2018,Kharif,Nandurbar,Soybean,1111,1393,1254,774.99,21.99,31.1,77.19,7.99,0.66,274.91,38.89,253.05,Black Soil,Irrigated,3,147.96,98.63,42.69
2018,Kharif,Nashik,Soybean,1764,2026,1149,628.59,24.35,30.58,81.9,7.05,0.67,211.94,18.91,168.93,Laterite Soil,Irrigated,4,100.04,31.0,74.23
2018,Kharif,Osmanabad,Soybean,1799,1561,868,812.84,21.73,35.38,83.78,6.97,0.72,280.92,13.1,160.56,Alluvial Soil,Irrigated,5,53.86,31.25,46.41
2018,Kharif,Parbhani,Soybean,2083,2587,1242,618.42,21.93,31.28,62.44,7.04,0.95,290.38,23.53,203.56,Red Soil,Irrigated,1,73.08,89.41,28.35
2018,Kharif,Pune,Soybean,3289,3147,957,846.36,20.92,30.31,60.9,7.66,0.83,221.62,36.83,131.23,Alluvial Soil,Irrigated,2,83.69,73.38,37.16
2018,Kharif,Raigad,Soybean,2579,2795,1084,1167.17,21.72,31.52,81.27,7.41,0.38,173.41,31.46,131.97,Alluvial Soil,Irrigated,0,114.66,54.55,36.4
2018,Kharif,Ratnagiri,Soybean,5634,8518,1512,816.33,21.02,34.36,79.13,7.79,1.01,189.05,27.99,173.15,Black Soil,Rainfed,1,89.68,37.25,70.22
2018,Kharif,Sangli,Soybean,2429,1901,783,874.61,20.95,32.89,81.55,6.85,1.12,249.59,21.97,240.06,Black Soil,Rainfed,2,109.85,44.12,24.46
2018,Kharif,Satara,Soybean,1785,1933,1083,612.38,21.04,37.55,60.48,7.93,0.43,313.89,18.28,176.11,Black Soil,Rainfed,4,101.34,41.48,47.81
2018,Kharif,Solapur,Soybean,1797,1392,775,759.39,22.16,34.42,80.83,7.6,0.39,336.8,13.31,221.53,Red Soil,Irrigated,0,88.44,77.09,55.32
2018,Kharif,Thane,Soybean,4681,7204,1539,778.95,23.78,37.04,84.1,6.65,1.02,192.13,26.37,148.78,Black Soil,Sprinkler,1,130.55,53.11,39.21
2018,Kharif,Wardha,Soybean,2685,2166,807,979.34,22.88,30.87,64.45,6.08,1.03,260.34,19.5,140.22,Black Soil,Rainfed,4,147.46,78.22,73.7
2018,Kharif,Washim,Soybean,4491,5815,1295,549.53,22.71,32.26,68.09,6.7,0.36,347.19,10.95,226.0,Black Soil,Irrigated,3,117.38,81.05,61.43
2018,Kharif,Yavatmal,Soybean,2709,3697,1365,522.15,24.43,35.86,74.02,6.45,0.76,254.17,27.71,129.61,Alluvial Soil,Rainfed,2,137.29,58.66,30.17
2018,Kharif,Ahmednagar,Groundnut,1492,1997,1339,474.06,23.56,30.56,72.41,6.95,0.58,324.08,15.11,176.39,Laterite Soil,Rainfed,5,131.64,95.26,72.58
2018,Kharif,Akola,Groundnut,3040,4620,1520,692.07,22.29,36.02,79.82,6.47,1.14,323.48,10.55,140.57,Black Soil,Rainfed,5,59.88,34.87,29.22
2018,Kharif,Amravati,Groundnut,1666,3215,1930,613.17,22.02,35.61,60.97,7.91,0.34,326.25,36.83,203.92,Black Soil,Rainfed,3,74.99,64.2,62.09
2018,Kharif,Beed,Groundnut,1825,3126,1713,401.38,20.49,30.81,77.62,6.41,1.11,335.72,39.28,270.25,Black Soil,Rainfed,4,96.61,44.62,76.86
2018,Kharif,Bhandara,Groundnut,1308,2422,1852,1112.44,22.15,34.27,83.88,6.6,0.56,309.92,18.33,253.1,Black Soil,Rainfed,2,104.08,80.32,33.52
2018,Kharif,Buldhana,Groundnut,579,1237,2137,1057.02,23.49,35.54,72.66,7.08,0.97,199.46,16.95,271.99,Black Soil,Rainfed,1,123.78,67.65,41.3
2018,Kharif,Chandrapur,Groundnut,1243,2693,2167,1004.7,24.07,30.04,72.53,7.41,0.44,279.96,12.52,149.01,Black Soil,Irrigated,2,68.52,44.31,34.32
2018,Kharif,Dhule,Groundnut,1932,3500,1812,1102.35,20.4,31.19,60.55,7.26,0.82,347.38,36.61,185.73,Black Soil,Rainfed,1,63.81,39.26,26.85
2018,Kharif,Gadchiroli,Groundnut,1148,1331,1160,1186.07,24.04,35.68,76.93,7.17,0.95,234.38,35.36,231.42,Laterite Soil,Irrigated,2,55.56,86.07,35.56
2018,Kharif,Gondia,Groundnut,3228,7240,2243,460.52,22.31,37.91,79.24,7.92,1.0,324.98,31.2,241.68,Red Soil,Sprinkler,4,134.39,77.11,38.27
2018,Kharif,Hingoli,Groundnut,2856,4538,1589,630.32,23.68,36.2,80.22,7.14,0.31,302.34,13.2,138.7,Red Soil,Sprinkler,3,114.58,51.26,73.92
2018,Kharif,Jalgaon,Groundnut,2338,3881,1660,888.4,21.12,34.9,75.71,7.47,0.86,343.85,15.92,272.17,Red Soil,Irrigated,5,113.33,42.83,20.53
2018,Kharif,Jalna,Groundnut,2520,5758,2285,682.84,23.6,33.54,76.38,6.68,0.59,234.89,14.37,252.98,Black Soil,Rainfed,1,99.66,68.1,77.39
2018,Kharif,Kolhapur,Groundnut,738,1352,1833,907.96,20.21,38.0,69.1,6.12,1.07,348.6,34.49,256.3,Red Soil,Sprinkler,5,71.49,92.24,79.6
2018,Kharif,Latur,Groundnut,2027,2357,1163,464.41,22.81,30.11,70.3,6.15,0.66,157.99,35.06,153.56,Black Soil,Drip,5,71.9,35.03,62.94
2018,Kharif,Mumbai City,Groundnut,834,1420,1703,625.65,23.45,37.25,83.97,6.05,1.19,214.5,35.29,148.85,Black Soil,Rainfed,3,67.01,64.64,48.28
2018,Kharif,Nagpur,Groundnut,2210,3730,1688,719.89,21.8,36.61,71.3,7.05,1.18,162.0,24.64,243.85,Black Soil,Irrigated,4,114.51,53.44,75.17
2018,Kharif,Nanded,Groundnut,2310,4310,1866,646.2,20.63,36.09,81.27,6.51,0.67,249.71,26.0,225.52,Black Soil,Irrigated,1,125.86,72.1,40.84
2018,Kharif,Nandurbar,Groundnut,1440,2754,1913,1188.43,22.61,31.13,65.49,6.96,0.34,242.51,22.57,244.69,Black Soil,Sprinkler,1,135.93,39.43,70.86
2018,Kharif,Nashik,Groundnut,1685,2274,1350,481.93,21.51,36.88,60.43,6.59,0.68,252.11,15.45,274.28,Red Soil,Rainfed,1,134.13,77.4,61.87
2018,Kharif,Osmanabad,Groundnut,2797,5026,1797,755.01,21.63,30.45,80.83,6.09,0.89,212.82,15.76,226.73,Red Soil,Rainfed,3,68.45,49.12,44.54
2018,Kharif,Parbhani,Groundnut,839,1240,1479,794.03,23.2,33.31,67.47,7.9,0.4,219.28,36.97,235.7,Black Soil,Rainfed,3,98.43,61.01,38.14
2018,Kharif,Pune,Groundnut,2015,2865,1422,1033.39,20.85,30.29,64.64,7.53,0.66,324.5,25.74,123.56,Red Soil,Rainfed,5,143.27,51.41,22.92
2018,Kharif,Raigad,Groundnut,1122,2025,1805,706.37,21.02,35.15,84.86,6.02,0.79,264.73,37.43,200.96,Red Soil,Rainfed,1,130.77,97.65,58.16
2018,Kharif,Ratnagiri,Groundnut,1473,2548,1730,718.65,24.91,32.76,69.3,7.22,0.55,289.71,14.59,137.28,Red Soil,Rainfed,1,62.54,41.24,60.6
2018,Kharif,Sangli,Groundnut,2334,3813,1634,1140.2,21.24,36.84,83.01,7.8,1.16,318.42,27.8,185.58,Black Soil,Drip,2,93.98,84.03,51.0
2018,Kharif,Satara,Groundnut,902,1522,1688,1140.98,21.77,33.67,84.54,6.4,0.36,321.88,36.05,195.53,Red Soil,Drip,5,132.99,76.13,64.16
2018,Kharif,Solapur,Groundnut,589,1089,1850,1154.36,24.45,34.19,73.43,6.62,0.71,292.89,22.07,150.08,Red Soil,Rainfed,0,68.67,58.45,63.83
2018,Kharif,Thane,Groundnut,661,1178,1783,937.59,24.85,32.04,72.14,7.0,0.52,268.02,23.3,191.48,Black Soil,Rainfed,3,99.83,87.72,68.98
2018,Kharif,Wardha,Groundnut,1167,1941,1664,1043.0,22.26,34.15,80.26,6.86,0.93,236.92,22.53,241.63,Black Soil,Rainfed,0,114.73,47.25,43.69
2018,Kharif,Washim,Groundnut,2718,4895,1801,916.61,21.05,33.34,81.56,6.43,0.65,213.62,14.53,166.35,Black Soil,Sprinkler,0,91.47,38.69,45.19
2018,Kharif,Yavatmal,Groundnut,2249,4243,1887,675.34,21.41,30.59,83.54,6.99,0.38,323.74,18.36,152.58,Black Soil,Rainfed,3,98.18,92.7,31.29
2018,Kharif,Ahmednagar,Sesame,144,61,425,633.54,22.73,32.22,73.77,6.23,1.15,208.18,37.69,172.13,Laterite Soil,Rainfed,0,86.38,81.52,50.78
2018,Kharif,Akola,Sesame,648,228,352,802.03,22.81,32.7,61.79,7.89,1.0,317.78,21.01,241.73,Black Soil,Rainfed,0,145.86,80.74,73.03
2018,Kharif,Amravati,Sesame,830,375,452,666.05,20.66,36.49,76.85,6.48,0.78,230.37,38.17,217.17,Black Soil,Rainfed,2,83.22,58.79,56.17
2018,Kharif,Beed,Sesame,514,263,513,607.28,21.72,37.92,69.36,7.52,0.71,308.67,33.07,226.84,Laterite Soil,Sprinkler,3,73.75,57.9,65.5
2018,Kharif,Bhandara,Sesame,325,110,340,466.64,20.93,31.75,66.45,7.13,0.75,190.63,12.03,147.43,Alluvial Soil,Rainfed,3,53.21,79.75,69.81
2018,Kharif,Buldhana,Sesame,546,267,490,923.51,22.44,32.93,76.14,7.9,0.34,333.77,28.27,249.17,Black Soil,Rainfed,0,137.78,98.13,38.15
2018,Kharif,Chandrapur,Sesame,187,82,440,796.53,24.35,36.21,62.1,7.78,0.72,298.77,14.2,227.32,Black Soil,Rainfed,0,61.0,55.46,54.81
2018,Kharif,Dhule,Sesame,264,149,567,891.54,20.14,37.45,73.07,6.09,0.61,165.37,21.79,227.19,Black Soil,Rainfed,5,74.49,37.01,68.45
2018,Kharif,Gadchiroli,Sesame,185,126,683,1164.53,24.28,36.75,62.47,7.99,0.66,182.62,34.36,156.12,Red Soil,Rainfed,3,105.81,61.21,24.17
2018,Kharif,Gondia,Sesame,166,102,615,855.24,20.18,34.11,75.24,6.38,0.55,278.07,24.05,257.28,Black Soil,Rainfed,5,141.11,32.03,66.24
2018,Kharif,Hingoli,Sesame,391,231,592,969.21,22.09,35.59,84.99,7.42,0.99,337.67,13.41,232.77,Laterite Soil,Sprinkler,1,124.29,64.3,45.81
2018,Kharif,Jalgaon,Sesame,523,268,514,1095.34,21.93,32.8,84.96,6.96,1.02,311.0,37.79,133.58,Black Soil,Irrigated,3,105.96,41.64,36.87
2018,Kharif,Jalna,Sesame,780,354,454,436.67,21.02,34.48,68.07,7.65,1.01,328.32,26.89,176.33,Red Soil,Rainfed,5,102.18,60.39,31.52
2018,Kharif,Kolhapur,Sesame,233,109,469,1086.24,20.29,34.21,73.49,7.72,0.39,198.09,22.2,258.53,Alluvial Soil,Sprinkler,1,50.59,33.34,28.86
2018,Kharif,Latur,Sesame,408,130,321,700.64,22.89,33.51,60.43,7.99,0.79,244.73,38.64,144.94,Black Soil,Drip,1,145.27,55.37,29.11
2018,Kharif,Mumbai City,Sesame,699,367,526,1148.6,22.83,31.03,72.47,7.31,1.05,337.3,19.52,144.88,Black Soil,Irrigated,5,57.99,30.04,56.5
2018,Kharif,Nagpur,Sesame,773,412,534,1171.01,24.68,36.78,83.01,6.9,0.78,298.42,30.88,262.51,Red Soil,Sprinkler,0,114.82,57.48,73.66
2018,Kharif,Nanded,Sesame,338,211,626,1101.4,20.8,34.38,68.71,6.87,0.6,217.19,26.28,150.71,Red Soil,Rainfed,3,133.82,31.51,33.99
2018,Kharif,Nandurbar,Sesame,656,257,392,837.17,21.71,32.22,68.39,7.28,0.47,332.57,23.98,172.09,Laterite Soil,Rainfed,4,57.66,79.41,43.62
2018,Kharif,Nashik,Sesame,213,134,630,915.36,24.59,33.05,79.13,7.2,1.13,229.68,19.57,261.94,Black Soil,Rainfed,5,148.7,87.81,35.88
2018,Kharif,Osmanabad,Sesame,721,273,380,924.9,24.21,35.76,80.75,6.4,1.1,214.44,10.4,254.94,Alluvial Soil,Irrigated,2,121.68,32.28,42.41
2018,Kharif,Parbhani,Sesame,249,137,553,719.17,23.93,33.9,65.41,6.23,0.75,308.87,29.58,157.14,Black Soil,Drip,2,81.78,51.7,64.87
2018,Kharif,Pune,Sesame,176,56,323,720.36,20.65,32.8,79.78,7.25,0.7,168.37,28.57,146.19,Black Soil,Irrigated,1,78.54,73.05,78.75
2018,Kharif,Raigad,Sesame,231,103,449,811.42,22.99,33.66,68.52,6.94,0.58,237.62,20.77,210.59,Black Soil,Sprinkler,5,66.64,92.6,33.88
2018,Kharif,Ratnagiri,Sesame,240,147,613,903.91,23.7,36.69,61.37,7.55,0.85,163.9,25.26,133.19,Red Soil,Rainfed,2,117.24,64.22,25.36
2018,Kharif,Sangli,Sesame,324,134,415,798.87,20.95,34.42,70.19,6.78,1.03,231.52,10.79,129.29,Laterite Soil,Sprinkler,0,57.31,71.25,73.16
2018,Kharif,Satara,Sesame,655,271,414,1022.5,24.47,35.8,71.63,6.17,0.35,224.87,23.91,217.46,Black Soil,Sprinkler,2,56.13,93.3,67.4
2018,Kharif,Solapur,Sesame,596,246,414,1031.02,22.28,31.64,65.2,6.3,0.79,333.99,39.75,165.97,Red Soil,Rainfed,3,124.43,82.23,60.24
2018,Kharif,Thane,Sesame,326,135,417,776.33,21.48,35.91,79.96,6.41,0.57,248.96,15.6,268.61,Red Soil,Rainfed,2,82.18,40.79,47.19
2018,Kharif,Wardha,Sesame,107,63,593,439.69,22.5,32.02,82.78,6.8,0.87,322.06,39.51,200.61,Black Soil,Rainfed,1,53.18,75.98,56.61
2018,Kharif,Washim,Sesame,608,190,314,673.05,24.83,34.75,80.03,6.53,0.49,306.78,30.58,228.96,Red Soil,Rainfed,0,77.0,54.69,72.3
2018,Kharif,Yavatmal,Sesame,302,124,412,886.98,24.38,37.07,62.71,6.86,0.72,345.52,30.34,185.16,Black Soil,Rainfed,5,66.56,58.34,73.96
2018,Rabi,Ahmednagar,Groundnut,1528,2936,1922,210.03,12.17,27.81,41.12,7.54,1.05,189.85,16.04,126.73,Alluvial Soil,Drip,0,87.64,51.08,26.58
2018,Rabi,Akola,Groundnut,698,1177,1687,147.97,13.22,29.56,55.81,6.75,1.19,210.44,18.33,258.31,Black Soil,Rainfed,2,50.36,83.18,65.69
2018,Rabi,Amravati,Groundnut,1703,3315,1947,80.46,14.39,25.08,55.04,7.4,0.37,337.74,23.76,270.15,Black Soil,Sprinkler,5,108.91,68.48,24.69
2018,Rabi,Beed,Groundnut,2350,5019,2136,92.91,17.45,29.8,61.21,6.47,1.09,257.55,35.71,163.35,Laterite Soil,Rainfed,5,71.72,83.14,67.06
2018,Rabi,Bhandara,Groundnut,2503,3651,1459,279.45,15.33,28.3,63.38,7.28,0.35,169.13,11.14,193.09,Laterite Soil,Rainfed,2,146.27,40.72,79.15
2018,Rabi,Buldhana,Groundnut,1348,2629,1951,162.1,15.26,30.21,53.62,6.17,0.99,159.56,31.54,265.74,Black Soil,Rainfed,3,114.27,32.32,79.81
2018,Rabi,Chandrapur,Groundnut,1969,3573,1815,269.8,14.39,27.0,68.05,7.38,0.5,272.93,36.11,231.38,Black Soil,Irrigated,0,77.64,69.81,47.1
2018,Rabi,Dhule,Groundnut,1125,1685,1498,63.35,14.87,30.01,51.18,7.36,0.94,337.07,11.95,150.77,Black Soil,Drip,5,136.17,39.25,68.83
2018,Rabi,Gadchiroli,Groundnut,2388,4436,1858,136.84,13.87,30.27,42.03,6.43,0.72,270.85,20.17,167.74,Black Soil,Rainfed,0,64.98,61.09,30.61
2018,Rabi,Gondia,Groundnut,830,1392,1678,148.07,13.51,30.58,42.81,6.36,1.18,251.18,11.33,127.58,Alluvial Soil,Drip,5,115.14,67.44,47.56
2018,Rabi,Hingoli,Groundnut,3221,5942,1845,137.32,14.09,31.54,41.12,7.0,1.07,267.59,18.31,183.63,Red Soil,Drip,0,63.79,98.73,42.19
2018,Rabi,Jalgaon,Groundnut,2134,2870,1345,289.24,13.69,25.21,50.2,7.17,0.6,155.37,23.33,136.95,Red Soil,Irrigated,4,142.81,46.67,45.43
2018,Rabi,Jalna,Groundnut,2660,3630,1365,122.09,13.95,26.0,44.05,6.51,1.18,226.02,26.98,232.69,Red Soil,Irrigated,4,108.93,39.95,35.56
2018,Rabi,Kolhapur,Groundnut,1145,1986,1735,71.04,11.69,25.57,69.41,7.84,0.94,235.19,15.71,155.44,Black Soil,Irrigated,0,98.76,56.68,63.13
2018,Rabi,Latur,Groundnut,2420,3538,1462,89.79,15.26,31.09,66.77,7.29,0.77,216.28,39.4,171.15,Red Soil,Rainfed,2,57.37,65.85,69.36
